quality_id,supplier_id,month,inspection_score,defect_rate,return_rate,complaints
QUA_SUP000157_40,SUP000157,Month_40,94.2,1.84,1.38,0
QUA_SUP000157_41,SUP000157,Month_41,91.7,1.04,0.72,0
QUA_SUP000157_42,SUP000157,Month_42,91.3,0.83,0.5,0
QUA_SUP000157_43,SUP000157,Month_43,91.5,1.74,1.2,0
QUA_SUP000157_44,SUP000157,Month_44,91.4,0.82,0.7,0
QUA_SUP000157_45,SUP000157,Month_45,92.4,1.77,1.12,0
QUA_SUP000157_46,SUP000157,Month_46,86.7,1.73,1.07,0
QUA_SUP000157_47,SUP000157,Month_47,87.7,1.76,1.08,0
QUA_SUP000157_48,SUP000157,Month_48,93.3,1.05,0.88,0
QUA_SUP000157_49,SUP000157,Month_49,93.8,2.14,1.31,0
QUA_SUP000157_50,SUP000157,Month_50,93.2,1.13,0.81,0
QUA_SUP000157_51,SUP000157,Month_51,93.8,1.78,1.15,0
QUA_SUP000157_52,SUP000157,Month_52,93.6,2.0,1.38,0
QUA_SUP000157_53,SUP000157,Month_53,87.7,1.17,0.7,0
QUA_SUP000157_54,SUP000157,Month_54,88.3,1.27,0.86,0
QUA_SUP000157_55,SUP000157,Month_55,87.8,2.08,1.8,0
QUA_SUP000157_56,SUP000157,Month_56,86.5,1.54,1.22,0
QUA_SUP000157_57,SUP000157,Month_57,92.1,2.18,1.65,0
QUA_SUP000157_58,SUP000157,Month_58,86.8,1.81,1.19,0
QUA_SUP000157_59,SUP000157,Month_59,86.5,1.1,0.97,0
QUA_SUP000157_60,SUP000157,Month_60,94.6,1.02,0.82,0
QUA_SUP000158_01,SUP000158,Month_01,73.8,3.77,3.3,0
QUA_SUP000158_02,SUP000158,Month_02,76.8,4.31,3.19,0
QUA_SUP000158_03,SUP000158,Month_03,73.4,2.9,1.97,0
QUA_SUP000158_04,SUP000158,Month_04,72.2,4.91,4.36,0
QUA_SUP000158_05,SUP000158,Month_05,74.1,2.03,1.68,0
QUA_SUP000158_06,SUP000158,Month_06,72.1,2.32,2.0,0
QUA_SUP000158_07,SUP000158,Month_07,81.8,4.29,3.06,0
QUA_SUP000158_08,SUP000158,Month_08,72.7,2.46,1.57,0
QUA_SUP000158_09,SUP000158,Month_09,79.9,2.88,2.09,0
QUA_SUP000158_10,SUP000158,Month_10,76.2,2.74,1.93,0
QUA_SUP000158_11,SUP000158,Month_11,82.7,2.65,2.07,0
QUA_SUP000158_12,SUP000158,Month_12,77.8,4.55,3.93,0
QUA_SUP000158_13,SUP000158,Month_13,82.5,4.53,3.8,0
QUA_SUP000158_14,SUP000158,Month_14,75.0,3.33,2.96,0
QUA_SUP000158_15,SUP000158,Month_15,83.9,4.83,4.06,1
QUA_SUP000158_16,SUP000158,Month_16,78.6,2.62,1.64,4
QUA_SUP000158_17,SUP000158,Month_17,78.7,4.83,3.04,0
QUA_SUP000158_18,SUP000158,Month_18,73.0,3.22,2.34,0
QUA_SUP000158_19,SUP000158,Month_19,72.1,4.09,2.79,0
QUA_SUP000158_20,SUP000158,Month_20,72.3,3.17,2.19,0
QUA_SUP000158_21,SUP000158,Month_21,73.2,3.54,2.67,0
QUA_SUP000158_22,SUP000158,Month_22,72.4,3.93,3.01,1
QUA_SUP000158_23,SUP000158,Month_23,84.2,4.71,2.89,0
QUA_SUP000158_24,SUP000158,Month_24,73.2,3.88,3.08,0
QUA_SUP000158_25,SUP000158,Month_25,75.0,2.77,1.96,1
QUA_SUP000158_26,SUP000158,Month_26,74.6,3.64,2.8,0
QUA_SUP000158_27,SUP000158,Month_27,76.0,3.11,2.79,0
QUA_SUP000158_28,SUP000158,Month_28,76.6,4.59,3.82,0
QUA_SUP000158_29,SUP000158,Month_29,83.7,4.7,3.33,0
QUA_SUP000158_30,SUP000158,Month_30,82.8,2.85,2.54,0
QUA_SUP000158_31,SUP000158,Month_31,72.4,4.39,3.47,0
QUA_SUP000158_32,SUP000158,Month_32,77.4,4.28,2.9,0
QUA_SUP000158_33,SUP000158,Month_33,73.2,2.4,1.55,0
QUA_SUP000158_34,SUP000158,Month_34,77.5,2.39,1.99,0
QUA_SUP000158_35,SUP000158,Month_35,84.9,2.3,1.55,0
QUA_SUP000158_36,SUP000158,Month_36,78.3,4.04,3.53,0
QUA_SUP000158_37,SUP000158,Month_37,77.8,4.46,2.92,0
QUA_SUP000158_38,SUP000158,Month_38,80.8,2.78,2.12,0
QUA_SUP000158_39,SUP000158,Month_39,77.2,2.94,2.28,0
QUA_SUP000158_40,SUP000158,Month_40,73.8,3.67,3.11,4
QUA_SUP000158_41,SUP000158,Month_41,77.1,3.05,1.83,0
QUA_SUP000158_42,SUP000158,Month_42,74.8,2.56,2.03,0
QUA_SUP000158_43,SUP000158,Month_43,72.5,2.37,1.92,0
QUA_SUP000158_44,SUP000158,Month_44,74.7,2.1,1.81,0
QUA_SUP000158_45,SUP000158,Month_45,74.7,4.19,3.55,2
QUA_SUP000158_46,SUP000158,Month_46,73.0,2.4,1.67,0
QUA_SUP000158_47,SUP000158,Month_47,75.3,2.54,1.85,0
QUA_SUP000158_48,SUP000158,Month_48,83.4,3.89,3.23,1
QUA_SUP000158_49,SUP000158,Month_49,73.3,4.84,3.93,0
QUA_SUP000158_50,SUP000158,Month_50,72.0,2.45,2.01,0
QUA_SUP000158_51,SUP000158,Month_51,77.5,2.89,2.55,0
QUA_SUP000158_52,SUP000158,Month_52,80.6,3.67,3.22,0
QUA_SUP000158_53,SUP000158,Month_53,83.4,2.02,1.39,0
QUA_SUP000158_54,SUP000158,Month_54,78.9,2.18,1.79,0
QUA_SUP000158_55,SUP000158,Month_55,73.8,3.62,3.22,0
QUA_SUP000158_56,SUP000158,Month_56,81.4,4.49,3.74,0
QUA_SUP000158_57,SUP000158,Month_57,72.4,3.06,2.27,0
QUA_SUP000158_58,SUP000158,Month_58,84.3,3.13,2.07,0
QUA_SUP000158_59,SUP000158,Month_59,83.8,4.73,3.44,0
QUA_SUP000158_60,SUP000158,Month_60,75.5,2.76,2.41,0
QUA_SUP000159_01,SUP000159,Month_01,97.6,0.63,0.49,0
QUA_SUP000159_02,SUP000159,Month_02,96.8,0.67,0.49,0
QUA_SUP000159_03,SUP000159,Month_03,96.1,0.44,0.37,0
QUA_SUP000159_04,SUP000159,Month_04,96.8,0.52,0.39,0
QUA_SUP000159_05,SUP000159,Month_05,97.0,0.6,0.38,0
QUA_SUP000159_06,SUP000159,Month_06,97.3,0.32,0.22,0
QUA_SUP000159_07,SUP000159,Month_07,97.4,0.46,0.3,0
QUA_SUP000159_08,SUP000159,Month_08,98.0,0.31,0.19,0
QUA_SUP000159_09,SUP000159,Month_09,97.7,0.3,0.19,0
QUA_SUP000159_10,SUP000159,Month_10,97.6,0.63,0.49,0
QUA_SUP000159_11,SUP000159,Month_11,97.9,0.62,0.41,0
QUA_SUP000159_12,SUP000159,Month_12,97.4,0.64,0.49,0
QUA_SUP000159_13,SUP000159,Month_13,97.4,0.54,0.4,0
QUA_SUP000159_14,SUP000159,Month_14,97.2,0.66,0.43,0
QUA_SUP000159_15,SUP000159,Month_15,97.3,0.52,0.44,0
QUA_SUP000159_16,SUP000159,Month_16,97.5,0.3,0.22,0
QUA_SUP000159_17,SUP000159,Month_17,97.8,0.55,0.33,0
QUA_SUP000159_18,SUP000159,Month_18,97.9,0.5,0.42,0
QUA_SUP000159_19,SUP000159,Month_19,97.6,0.63,0.55,0
QUA_SUP000159_20,SUP000159,Month_20,96.9,0.24,0.2,0
QUA_SUP000159_21,SUP000159,Month_21,97.3,0.54,0.44,0
QUA_SUP000159_22,SUP000159,Month_22,96.5,0.24,0.17,0
QUA_SUP000159_23,SUP000159,Month_23,97.8,0.64,0.54,0
QUA_SUP000159_24,SUP000159,Month_24,96.9,0.39,0.3,0
QUA_SUP000159_25,SUP000159,Month_25,97.7,0.66,0.44,0
QUA_SUP000159_26,SUP000159,Month_26,97.5,0.36,0.27,0
QUA_SUP000159_27,SUP000159,Month_27,96.6,0.23,0.19,0
QUA_SUP000159_28,SUP000159,Month_28,96.2,0.4,0.36,0
QUA_SUP000159_29,SUP000159,Month_29,97.2,0.65,0.39,0
QUA_SUP000159_30,SUP000159,Month_30,98.0,0.35,0.24,0
QUA_SUP000159_31,SUP000159,Month_31,96.6,0.35,0.29,0
QUA_SUP000159_32,SUP000159,Month_32,96.5,0.27,0.2,0
QUA_SUP000159_33,SUP000159,Month_33,96.1,0.21,0.18,0
QUA_SUP000159_34,SUP000159,Month_34,97.0,0.66,0.5,0
QUA_SUP000159_35,SUP000159,Month_35,97.4,0.62,0.38,0
QUA_SUP000159_36,SUP000159,Month_36,97.6,0.5,0.33,0
QUA_SUP000159_37,SUP000159,Month_37,97.8,0.25,0.21,0
QUA_SUP000159_38,SUP000159,Month_38,96.4,0.24,0.14,0
QUA_SUP000159_39,SUP000159,Month_39,97.2,0.68,0.52,0
QUA_SUP000159_40,SUP000159,Month_40,96.5,0.25,0.15,0
QUA_SUP000159_41,SUP000159,Month_41,96.4,0.52,0.36,0
QUA_SUP000159_42,SUP000159,Month_42,96.7,0.7,0.49,0
QUA_SUP000159_43,SUP000159,Month_43,96.5,0.31,0.2,0
QUA_SUP000159_44,SUP000159,Month_44,97.9,0.46,0.29,0
QUA_SUP000159_45,SUP000159,Month_45,97.4,0.37,0.23,0
QUA_SUP000159_46,SUP000159,Month_46,96.8,0.33,0.28,0
QUA_SUP000159_47,SUP000159,Month_47,97.0,0.62,0.43,0
QUA_SUP000159_48,SUP000159,Month_48,97.1,0.65,0.42,0
QUA_SUP000159_49,SUP000159,Month_49,97.8,0.23,0.18,0
QUA_SUP000159_50,SUP000159,Month_50,97.8,0.71,0.53,0
QUA_SUP000159_51,SUP000159,Month_51,97.7,0.45,0.35,0
QUA_SUP000159_52,SUP000159,Month_52,96.3,0.41,0.26,0
QUA_SUP000159_53,SUP000159,Month_53,96.3,0.52,0.39,0
QUA_SUP000159_54,SUP000159,Month_54,97.4,0.27,0.18,0
QUA_SUP000159_55,SUP000159,Month_55,96.2,0.32,0.24,0
QUA_SUP000159_56,SUP000159,Month_56,97.7,0.31,0.25,0
QUA_SUP000159_57,SUP000159,Month_57,96.4,0.25,0.17,0
QUA_SUP000159_58,SUP000159,Month_58,97.4,0.62,0.44,0
QUA_SUP000159_59,SUP000159,Month_59,96.4,0.36,0.28,0
QUA_SUP000159_60,SUP000159,Month_60,97.4,0.57,0.48,0
QUA_SUP000160_01,SUP000160,Month_01,96.8,0.39,0.31,2
QUA_SUP000160_02,SUP000160,Month_02,97.2,0.38,0.24,0
QUA_SUP000160_03,SUP000160,Month_03,96.7,0.29,0.22,0
QUA_SUP000160_04,SUP000160,Month_04,96.9,0.51,0.44,0
QUA_SUP000160_05,SUP000160,Month_05,98.0,0.22,0.14,0
QUA_SUP000160_06,SUP000160,Month_06,96.1,0.31,0.23,0
QUA_SUP000160_07,SUP000160,Month_07,97.5,0.23,0.19,0
QUA_SUP000160_08,SUP000160,Month_08,96.5,0.43,0.37,0
QUA_SUP000160_09,SUP000160,Month_09,97.6,0.52,0.43,0
QUA_SUP000160_10,SUP000160,Month_10,97.5,0.28,0.18,0
QUA_SUP000160_11,SUP000160,Month_11,96.5,0.53,0.4,0
QUA_SUP000160_12,SUP000160,Month_12,97.6,0.36,0.28,0
QUA_SUP000160_13,SUP000160,Month_13,96.3,0.58,0.4,0
QUA_SUP000160_14,SUP000160,Month_14,97.1,0.39,0.28,0
QUA_SUP000160_15,SUP000160,Month_15,97.1,0.52,0.33,0
QUA_SUP000160_16,SUP000160,Month_16,97.5,0.53,0.42,0
QUA_SUP000160_17,SUP000160,Month_17,96.9,0.25,0.22,0
QUA_SUP000160_18,SUP000160,Month_18,96.8,0.61,0.54,0
QUA_SUP000160_19,SUP000160,Month_19,96.7,0.39,0.24,0
QUA_SUP000160_20,SUP000160,Month_20,96.5,0.64,0.57,0
QUA_SUP000160_21,SUP000160,Month_21,96.9,0.29,0.21,0
QUA_SUP000160_22,SUP000160,Month_22,97.1,0.61,0.51,1
QUA_SUP000160_23,SUP000160,Month_23,96.1,0.35,0.26,0
QUA_SUP000160_24,SUP000160,Month_24,96.7,0.62,0.48,0
QUA_SUP000160_25,SUP000160,Month_25,96.1,0.37,0.28,0
QUA_SUP000160_26,SUP000160,Month_26,97.0,0.4,0.28,0
QUA_SUP000160_27,SUP000160,Month_27,96.6,0.25,0.2,0
QUA_SUP000160_28,SUP000160,Month_28,96.3,0.4,0.3,0
QUA_SUP000160_29,SUP000160,Month_29,97.5,0.49,0.33,0
QUA_SUP000160_30,SUP000160,Month_30,97.7,0.24,0.21,0
QUA_SUP000160_31,SUP000160,Month_31,96.9,0.43,0.27,0
QUA_SUP000160_32,SUP000160,Month_32,96.0,0.59,0.36,0
QUA_SUP000160_33,SUP000160,Month_33,97.9,0.62,0.46,0
QUA_SUP000160_34,SUP000160,Month_34,97.5,0.61,0.44,0
QUA_SUP000160_35,SUP000160,Month_35,96.4,0.5,0.35,0
QUA_SUP000160_36,SUP000160,Month_36,96.6,0.67,0.55,0
QUA_SUP000160_37,SUP000160,Month_37,96.6,0.33,0.29,0
QUA_SUP000160_38,SUP000160,Month_38,98.0,0.27,0.22,0
QUA_SUP000160_39,SUP000160,Month_39,97.5,0.51,0.44,0
QUA_SUP000160_40,SUP000160,Month_40,97.9,0.59,0.52,0
QUA_SUP000160_41,SUP000160,Month_41,97.6,0.6,0.38,0
QUA_SUP000160_42,SUP000160,Month_42,97.6,0.37,0.27,0
QUA_SUP000160_43,SUP000160,Month_43,96.8,0.4,0.28,0
QUA_SUP000160_44,SUP000160,Month_44,96.2,0.68,0.53,0
QUA_SUP000160_45,SUP000160,Month_45,96.4,0.29,0.23,0
QUA_SUP000160_46,SUP000160,Month_46,96.3,0.27,0.22,0
QUA_SUP000160_47,SUP000160,Month_47,96.1,0.32,0.26,0
QUA_SUP000160_48,SUP000160,Month_48,97.7,0.3,0.24,0
QUA_SUP000160_49,SUP000160,Month_49,97.0,0.38,0.23,0
QUA_SUP000160_50,SUP000160,Month_50,97.2,0.29,0.2,0
QUA_SUP000160_51,SUP000160,Month_51,96.6,0.39,0.26,0
QUA_SUP000160_52,SUP000160,Month_52,96.9,0.62,0.46,0
QUA_SUP000160_53,SUP000160,Month_53,97.0,0.53,0.37,0
QUA_SUP000160_54,SUP000160,Month_54,97.1,0.41,0.37,0
QUA_SUP000160_55,SUP000160,Month_55,97.5,0.56,0.46,0
QUA_SUP000160_56,SUP000160,Month_56,96.9,0.21,0.13,0
QUA_SUP000160_57,SUP000160,Month_57,96.4,0.29,0.2,0
QUA_SUP000160_58,SUP000160,Month_58,97.8,0.39,0.32,0
QUA_SUP000160_59,SUP000160,Month_59,96.7,0.3,0.2,0
QUA_SUP000160_60,SUP000160,Month_60,96.1,0.22,0.17,0
QUA_SUP000161_01,SUP000161,Month_01,88.9,0.7,0.54,0
QUA_SUP000161_02,SUP000161,Month_02,92.8,1.23,0.74,0
QUA_SUP000161_03,SUP000161,Month_03,95.4,1.35,0.82,0
QUA_SUP000161_04,SUP000161,Month_04,88.3,1.08,0.69,0
QUA_SUP000161_05,SUP000161,Month_05,91.6,1.62,1.17,0
QUA_SUP000161_06,SUP000161,Month_06,92.0,1.11,0.87,0
QUA_SUP000161_07,SUP000161,Month_07,90.4,0.6,0.46,0
QUA_SUP000161_08,SUP000161,Month_08,93.3,1.6,1.01,0
QUA_SUP000161_09,SUP000161,Month_09,95.0,1.15,0.9,0
QUA_SUP000161_10,SUP000161,Month_10,92.5,1.14,0.76,0
QUA_SUP000161_11,SUP000161,Month_11,88.6,1.46,0.9,0
QUA_SUP000161_12,SUP000161,Month_12,90.8,1.79,1.36,0
QUA_SUP000161_13,SUP000161,Month_13,95.6,1.43,1.27,0
QUA_SUP000161_14,SUP000161,Month_14,93.7,0.99,0.89,0
QUA_SUP000161_15,SUP000161,Month_15,91.0,1.05,0.94,0
QUA_SUP000161_16,SUP000161,Month_16,91.5,1.77,1.42,0
QUA_SUP000161_17,SUP000161,Month_17,91.6,0.56,0.36,0
QUA_SUP000161_18,SUP000161,Month_18,90.4,1.74,1.35,0
QUA_SUP000161_19,SUP000161,Month_19,95.7,0.72,0.65,0
QUA_SUP000161_20,SUP000161,Month_20,96.0,0.63,0.4,0
QUA_SUP000161_21,SUP000161,Month_21,90.0,0.85,0.56,0
QUA_SUP000161_22,SUP000161,Month_22,93.2,0.53,0.45,0
QUA_SUP000161_23,SUP000161,Month_23,91.7,0.72,0.43,0
QUA_SUP000161_24,SUP000161,Month_24,91.4,0.5,0.34,0
QUA_SUP000161_25,SUP000161,Month_25,94.0,0.79,0.55,0
QUA_SUP000161_26,SUP000161,Month_26,93.3,1.4,1.17,0
QUA_SUP000161_27,SUP000161,Month_27,90.0,1.04,0.87,0
QUA_SUP000161_28,SUP000161,Month_28,90.6,1.36,1.01,0
QUA_SUP000161_29,SUP000161,Month_29,93.8,1.49,1.23,0
QUA_SUP000161_30,SUP000161,Month_30,94.3,1.37,0.83,0
QUA_SUP000161_31,SUP000161,Month_31,91.8,0.77,0.52,0
QUA_SUP000161_32,SUP000161,Month_32,93.9,1.02,0.73,0
QUA_SUP000161_33,SUP000161,Month_33,92.7,1.04,0.81,0
QUA_SUP000161_34,SUP000161,Month_34,94.1,0.55,0.46,0
QUA_SUP000161_35,SUP000161,Month_35,90.6,0.64,0.47,0
QUA_SUP000161_36,SUP000161,Month_36,93.8,0.99,0.82,0
QUA_SUP000161_37,SUP000161,Month_37,93.3,1.63,1.04,0
QUA_SUP000161_38,SUP000161,Month_38,88.6,1.0,0.73,0
QUA_SUP000161_39,SUP000161,Month_39,91.4,1.2,0.73,0
QUA_SUP000161_40,SUP000161,Month_40,91.6,0.82,0.52,0
QUA_SUP000161_41,SUP000161,Month_41,88.8,1.66,1.33,0
QUA_SUP000161_42,SUP000161,Month_42,92.9,1.68,1.46,0
QUA_SUP000161_43,SUP000161,Month_43,88.2,1.03,0.68,0
QUA_SUP000161_44,SUP000161,Month_44,91.1,1.16,0.75,0
QUA_SUP000161_45,SUP000161,Month_45,93.1,0.63,0.5,0
QUA_SUP000161_46,SUP000161,Month_46,94.0,0.56,0.43,0
QUA_SUP000161_47,SUP000161,Month_47,90.2,0.75,0.67,0
QUA_SUP000161_48,SUP000161,Month_48,95.2,1.01,0.81,0
QUA_SUP000161_49,SUP000161,Month_49,95.4,0.72,0.45,0
QUA_SUP000161_50,SUP000161,Month_50,88.9,0.58,0.46,0
QUA_SUP000161_51,SUP000161,Month_51,94.0,0.83,0.55,2
QUA_SUP000161_52,SUP000161,Month_52,90.6,1.48,1.03,0
QUA_SUP000161_53,SUP000161,Month_53,94.4,0.96,0.68,0
QUA_SUP000161_54,SUP000161,Month_54,89.5,1.19,0.83,0
QUA_SUP000161_55,SUP000161,Month_55,89.1,1.59,1.35,0
QUA_SUP000161_56,SUP000161,Month_56,88.9,0.81,0.62,0
QUA_SUP000161_57,SUP000161,Month_57,91.0,0.67,0.52,0
QUA_SUP000161_58,SUP000161,Month_58,91.1,0.5,0.35,0
QUA_SUP000161_59,SUP000161,Month_59,91.0,1.05,0.93,0
QUA_SUP000161_60,SUP000161,Month_60,92.9,1.46,0.92,0
QUA_SUP000162_01,SUP000162,Month_01,86.1,1.29,1.16,0
QUA_SUP000162_02,SUP000162,Month_02,93.9,1.61,0.99,0
QUA_SUP000162_03,SUP000162,Month_03,89.3,0.86,0.69,0
QUA_SUP000162_04,SUP000162,Month_04,91.1,2.04,1.81,0
QUA_SUP000162_05,SUP000162,Month_05,88.8,1.42,0.98,0
QUA_SUP000162_06,SUP000162,Month_06,85.2,1.89,1.48,0
QUA_SUP000162_07,SUP000162,Month_07,85.9,2.05,1.75,0
QUA_SUP000162_08,SUP000162,Month_08,89.7,0.96,0.72,0
QUA_SUP000162_09,SUP000162,Month_09,91.6,2.02,1.76,0
QUA_SUP000162_10,SUP000162,Month_10,88.1,2.37,2.01,0
QUA_SUP000162_11,SUP000162,Month_11,86.7,2.19,1.57,0
QUA_SUP000162_12,SUP000162,Month_12,89.7,1.51,1.25,0
QUA_SUP000162_13,SUP000162,Month_13,90.6,1.38,1.02,0
QUA_SUP000162_14,SUP000162,Month_14,90.3,1.25,0.76,0
QUA_SUP000162_15,SUP000162,Month_15,90.6,2.36,1.78,1
QUA_SUP000162_16,SUP000162,Month_16,86.0,1.21,0.74,0
QUA_SUP000162_17,SUP000162,Month_17,91.0,0.88,0.73,0
QUA_SUP000162_18,SUP000162,Month_18,90.2,2.09,1.58,0
QUA_SUP000162_19,SUP000162,Month_19,92.6,1.72,1.38,0
QUA_SUP000162_20,SUP000162,Month_20,89.4,0.89,0.62,0
QUA_SUP000162_21,SUP000162,Month_21,93.9,2.27,1.39,0
QUA_SUP000162_22,SUP000162,Month_22,90.3,1.13,0.79,0
QUA_SUP000162_23,SUP000162,Month_23,91.1,1.45,1.2,0
QUA_SUP000162_24,SUP000162,Month_24,90.9,2.42,1.9,0
QUA_SUP000162_25,SUP000162,Month_25,89.1,0.86,0.64,0
QUA_SUP000162_26,SUP000162,Month_26,88.4,1.89,1.56,0
QUA_SUP000162_27,SUP000162,Month_27,86.0,1.99,1.71,0
QUA_SUP000162_28,SUP000162,Month_28,91.3,0.85,0.74,0
QUA_SUP000162_29,SUP000162,Month_29,88.3,2.25,1.91,0
QUA_SUP000162_30,SUP000162,Month_30,90.2,1.26,1.05,0
QUA_SUP000162_31,SUP000162,Month_31,86.8,2.27,1.88,0
QUA_SUP000162_32,SUP000162,Month_32,89.5,1.1,0.94,0
QUA_SUP000162_33,SUP000162,Month_33,94.7,1.25,1.01,0
QUA_SUP000162_34,SUP000162,Month_34,90.5,2.01,1.63,0
QUA_SUP000162_35,SUP000162,Month_35,90.0,0.97,0.6,1
QUA_SUP000162_36,SUP000162,Month_36,88.3,1.07,0.94,0
QUA_SUP000162_37,SUP000162,Month_37,92.7,0.87,0.61,0
QUA_SUP000162_38,SUP000162,Month_38,93.3,1.4,0.99,0
QUA_SUP000162_39,SUP000162,Month_39,90.3,1.49,1.22,0
QUA_SUP000162_40,SUP000162,Month_40,85.9,1.94,1.71,0
QUA_SUP000162_41,SUP000162,Month_41,91.3,2.07,1.56,0
QUA_SUP000162_42,SUP000162,Month_42,87.3,2.48,2.01,0
QUA_SUP000162_43,SUP000162,Month_43,90.9,2.04,1.6,0
QUA_SUP000162_44,SUP000162,Month_44,86.6,2.23,1.48,0
QUA_SUP000162_45,SUP000162,Month_45,86.7,1.46,0.88,0
QUA_SUP000162_46,SUP000162,Month_46,87.2,1.35,0.97,0
QUA_SUP000162_47,SUP000162,Month_47,86.2,0.85,0.71,0
QUA_SUP000162_48,SUP000162,Month_48,86.4,0.94,0.61,0
QUA_SUP000162_49,SUP000162,Month_49,86.6,1.04,0.85,0
QUA_SUP000162_50,SUP000162,Month_50,86.1,1.58,1.14,0
QUA_SUP000162_51,SUP000162,Month_51,88.4,1.45,1.0,0
QUA_SUP000162_52,SUP000162,Month_52,89.5,1.81,1.36,0
QUA_SUP000162_53,SUP000162,Month_53,85.6,2.31,2.02,0
QUA_SUP000162_54,SUP000162,Month_54,94.3,1.46,1.31,0
QUA_SUP000162_55,SUP000162,Month_55,91.7,2.21,1.57,0
QUA_SUP000162_56,SUP000162,Month_56,89.8,1.4,0.91,0
QUA_SUP000162_57,SUP000162,Month_57,88.0,1.94,1.64,0
QUA_SUP000162_58,SUP000162,Month_58,88.2,1.77,1.32,0
QUA_SUP000162_59,SUP000162,Month_59,92.3,1.15,0.93,0
QUA_SUP000162_60,SUP000162,Month_60,91.0,1.8,1.45,0
QUA_SUP000163_01,SUP000163,Month_01,97.0,0.09,0.08,0
QUA_SUP000163_02,SUP000163,Month_02,98.0,0.27,0.2,0
QUA_SUP000163_03,SUP000163,Month_03,99.1,0.15,0.13,0
QUA_SUP000163_04,SUP000163,Month_04,99.1,0.14,0.12,0
QUA_SUP000163_05,SUP000163,Month_05,98.0,0.11,0.08,0
QUA_SUP000163_06,SUP000163,Month_06,99.5,0.13,0.12,0
QUA_SUP000163_07,SUP000163,Month_07,97.8,0.22,0.19,0
QUA_SUP000163_08,SUP000163,Month_08,96.5,0.18,0.14,0
QUA_SUP000163_09,SUP000163,Month_09,99.0,0.07,0.06,0
QUA_SUP000163_10,SUP000163,Month_10,97.2,0.23,0.17,0
QUA_SUP000163_11,SUP000163,Month_11,96.8,0.22,0.19,0
QUA_SUP000163_12,SUP000163,Month_12,98.5,0.16,0.12,0
QUA_SUP000163_13,SUP000163,Month_13,99.6,0.13,0.12,0
QUA_SUP000163_14,SUP000163,Month_14,99.5,0.2,0.17,0
QUA_SUP000163_15,SUP000163,Month_15,99.0,0.18,0.16,0
QUA_SUP000163_16,SUP000163,Month_16,99.7,0.15,0.11,0
QUA_SUP000163_17,SUP000163,Month_17,96.1,0.18,0.11,0
QUA_SUP000163_18,SUP000163,Month_18,96.2,0.15,0.13,0
QUA_SUP000163_19,SUP000163,Month_19,96.7,0.18,0.11,0
QUA_SUP000163_20,SUP000163,Month_20,96.2,0.27,0.24,0
QUA_SUP000163_21,SUP000163,Month_21,98.3,0.28,0.19,0
QUA_SUP000163_22,SUP000163,Month_22,97.6,0.15,0.13,0
QUA_SUP000163_23,SUP000163,Month_23,97.8,0.2,0.14,0
QUA_SUP000163_24,SUP000163,Month_24,98.4,0.25,0.16,0
QUA_SUP000163_25,SUP000163,Month_25,97.2,0.08,0.05,0
QUA_SUP000163_26,SUP000163,Month_26,97.1,0.05,0.04,0
QUA_SUP000163_27,SUP000163,Month_27,96.3,0.2,0.16,0
QUA_SUP000163_28,SUP000163,Month_28,98.3,0.1,0.07,0
QUA_SUP000163_29,SUP000163,Month_29,99.2,0.18,0.12,0
QUA_SUP000163_30,SUP000163,Month_30,99.8,0.15,0.09,0
QUA_SUP000163_31,SUP000163,Month_31,98.4,0.32,0.25,0
QUA_SUP000163_32,SUP000163,Month_32,98.9,0.09,0.06,0
QUA_SUP000163_33,SUP000163,Month_33,96.0,0.22,0.16,0
QUA_SUP000163_34,SUP000163,Month_34,96.2,0.23,0.16,0
QUA_SUP000163_35,SUP000163,Month_35,99.1,0.19,0.17,0
QUA_SUP000163_36,SUP000163,Month_36,99.2,0.27,0.2,0
QUA_SUP000163_37,SUP000163,Month_37,98.6,0.2,0.18,0
QUA_SUP000163_38,SUP000163,Month_38,98.3,0.09,0.08,0
QUA_SUP000163_39,SUP000163,Month_39,98.5,0.13,0.08,0
QUA_SUP000163_40,SUP000163,Month_40,97.0,0.26,0.16,0
QUA_SUP000163_41,SUP000163,Month_41,99.1,0.22,0.19,0
QUA_SUP000163_42,SUP000163,Month_42,96.7,0.29,0.25,0
QUA_SUP000163_43,SUP000163,Month_43,98.3,0.3,0.2,0
QUA_SUP000163_44,SUP000163,Month_44,98.6,0.3,0.25,0
QUA_SUP000163_45,SUP000163,Month_45,96.7,0.13,0.11,0
QUA_SUP000163_46,SUP000163,Month_46,96.2,0.13,0.08,0
QUA_SUP000163_47,SUP000163,Month_47,99.7,0.22,0.14,0
QUA_SUP000163_48,SUP000163,Month_48,98.4,0.23,0.19,0
QUA_SUP000163_49,SUP000163,Month_49,98.3,0.05,0.04,0
QUA_SUP000163_50,SUP000163,Month_50,96.2,0.18,0.16,0
QUA_SUP000163_51,SUP000163,Month_51,97.8,0.16,0.12,0
QUA_SUP000163_52,SUP000163,Month_52,99.1,0.13,0.1,0
QUA_SUP000163_53,SUP000163,Month_53,96.1,0.24,0.15,0
QUA_SUP000163_54,SUP000163,Month_54,98.4,0.1,0.06,0
QUA_SUP000163_55,SUP000163,Month_55,97.0,0.17,0.12,0
QUA_SUP000163_56,SUP000163,Month_56,99.7,0.13,0.09,0
