record_id,supplier_id,month,revenue,expenses,cash_flow,profit_margin,current_ratio,debt_ratio,working_capital
REC_SUP000181_35,SUP000181,Month_35,34937949.97,29032833.72,5044714.84,0.169,2.56,0.21,4544150.29
REC_SUP000181_36,SUP000181,Month_36,32548674.7,26270197.87,5912230.18,0.1929,2.54,0.21,4180445.04
REC_SUP000181_37,SUP000181,Month_37,31341298.23,24816778.09,5378582.06,0.2082,2.51,0.21,3939116.8
REC_SUP000181_38,SUP000181,Month_38,32055431.61,24508521.05,7958402.59,0.2354,2.53,0.21,4093980.73
REC_SUP000181_39,SUP000181,Month_39,33586072.85,27923971.34,5974059.23,0.1686,2.5,0.2,4185503.07
REC_SUP000181_40,SUP000181,Month_40,34978403.01,25941720.55,8960323.5,0.2584,2.5,0.2,4377450.6
REC_SUP000181_41,SUP000181,Month_41,34956768.13,29079794.16,4738466.52,0.1681,2.51,0.21,4395132.28
REC_SUP000181_42,SUP000181,Month_42,33650142.12,26697982.21,7938359.92,0.2066,2.53,0.21,4282543.93
REC_SUP000181_43,SUP000181,Month_43,31995336.93,23961422.25,9092842.44,0.2511,2.53,0.21,4092040.81
REC_SUP000181_44,SUP000181,Month_44,33747857.23,26931088.19,5751915.61,0.202,2.58,0.2,4454489.55
REC_SUP000181_45,SUP000181,Month_45,34355306.64,24213405.65,8672026.92,0.2952,2.61,0.2,4609884.31
REC_SUP000181_46,SUP000181,Month_46,37667139.59,30487462.79,8038417.55,0.1906,2.58,0.2,4950196.42
REC_SUP000181_47,SUP000181,Month_47,37745989.27,30594433.92,7497390.49,0.1895,2.55,0.2,4866621.24
REC_SUP000181_48,SUP000181,Month_48,36038292.48,26325603.88,8397632.52,0.2695,2.51,0.19,4537068.02
REC_SUP000181_49,SUP000181,Month_49,35182870.19,25298463.83,8003425.53,0.2809,2.57,0.2,4594694.21
REC_SUP000181_50,SUP000181,Month_50,35029597.19,27500005.28,8293271.7,0.2149,2.59,0.2,4637859.01
REC_SUP000181_51,SUP000181,Month_51,37229203.02,28626146.58,8377459.97,0.2311,2.6,0.2,4955888.52
REC_SUP000181_52,SUP000181,Month_52,37860751.05,26800398.15,12667859.56,0.2921,2.62,0.2,5104036.69
REC_SUP000181_53,SUP000181,Month_53,39227082.69,31732109.82,6146822.83,0.1911,2.67,0.2,5448629.95
REC_SUP000181_54,SUP000181,Month_54,36652310.41,26860083.76,8686084.14,0.2672,2.71,0.2,5232200.23
REC_SUP000181_55,SUP000181,Month_55,35406637.44,29396704.05,6439041.12,0.1697,2.7,0.2,5014969.1
REC_SUP000181_56,SUP000181,Month_56,38112249.44,30198086.2,7272820.17,0.2077,2.68,0.21,5333974.64
REC_SUP000181_57,SUP000181,Month_57,39275892.78,29936590.14,8717927.3,0.2378,2.73,0.2,5675564.61
REC_SUP000181_58,SUP000181,Month_58,41489976.0,35194712.98,6943176.1,0.1517,2.71,0.2,5915265.77
REC_SUP000181_59,SUP000181,Month_59,41072762.35,34597267.63,5658776.91,0.1577,2.76,0.2,6031016.32
REC_SUP000181_60,SUP000181,Month_60,40364045.78,33853256.07,7616435.05,0.1613,2.82,0.2,6109913.08
REC_SUP000182_01,SUP000182,Month_01,6082892.86,5291210.41,745135.75,0.1301,1.98,0.34,496657.47
REC_SUP000182_02,SUP000182,Month_02,6356846.41,5446089.83,864359.98,0.1433,1.98,0.34,519871.87
REC_SUP000182_03,SUP000182,Month_03,6647951.93,5824092.05,888859.94,0.1239,1.96,0.33,532807.62
REC_SUP000182_04,SUP000182,Month_04,6470034.34,5921903.47,444757.61,0.0847,1.94,0.32,507085.22
REC_SUP000182_05,SUP000182,Month_05,6636163.01,5365178.2,1207106.76,0.1915,1.97,0.32,535272.3
REC_SUP000182_06,SUP000182,Month_06,6841444.04,5802341.21,1040532.46,0.1519,1.99,0.32,566355.2
REC_SUP000182_07,SUP000182,Month_07,7172132.45,6435321.01,742508.59,0.1027,2.05,0.31,625758.94
REC_SUP000182_08,SUP000182,Month_08,7303534.58,6084869.56,1457519.39,0.1669,2.07,0.31,650357.27
REC_SUP000182_09,SUP000182,Month_09,7490518.67,6163164.27,1074738.12,0.1772,2.11,0.3,691204.48
REC_SUP000182_10,SUP000182,Month_10,7701760.52,6822646.2,1041688.71,0.1141,2.09,0.3,700652.82
REC_SUP000182_11,SUP000182,Month_11,7864066.8,7105703.75,774763.56,0.0964,2.14,0.29,749983.46
REC_SUP000182_12,SUP000182,Month_12,8000314.14,6985006.69,1075048.02,0.1269,2.15,0.3,765395.12
REC_SUP000182_13,SUP000182,Month_13,8091895.94,6587402.59,1637509.36,0.1859,2.15,0.29,773004.5
REC_SUP000182_14,SUP000182,Month_14,8558700.11,7774388.02,854605.98,0.0916,2.2,0.29,856138.16
REC_SUP000182_15,SUP000182,Month_15,8647448.99,7546082.3,1317314.53,0.1274,2.23,0.28,889449.73
REC_SUP000182_16,SUP000182,Month_16,8755186.58,7932611.58,974581.85,0.094,2.27,0.28,928627.75
REC_SUP000182_17,SUP000182,Month_17,8800809.36,7974752.8,871952.88,0.0939,2.32,0.28,969270.64
REC_SUP000182_18,SUP000182,Month_18,9250962.41,7968510.15,1496444.39,0.1386,2.33,0.27,1024813.58
REC_SUP000182_19,SUP000182,Month_19,9492140.29,7910660.71,1726482.05,0.1666,2.33,0.27,1050981.52
REC_SUP000182_20,SUP000182,Month_20,9935979.32,9098837.91,935713.36,0.0843,2.33,0.27,1100154.03
REC_SUP000182_21,SUP000182,Month_21,9894458.59,7920593.03,1621527.88,0.1995,2.36,0.27,1118069.77
REC_SUP000182_22,SUP000182,Month_22,9976381.65,8348795.35,1928455.17,0.1631,2.34,0.26,1115364.6
REC_SUP000182_23,SUP000182,Month_23,10128223.72,9129880.6,1033929.1,0.0986,2.35,0.26,1137607.88
REC_SUP000182_24,SUP000182,Month_24,10524068.84,9130899.78,1546290.12,0.1324,2.41,0.26,1236877.62
REC_SUP000182_25,SUP000182,Month_25,10868646.13,9427232.44,1271456.13,0.1326,2.4,0.26,1263835.01
REC_SUP000182_26,SUP000182,Month_26,10821313.53,9544721.97,1325308.51,0.118,2.43,0.26,1289350.27
REC_SUP000182_27,SUP000182,Month_27,11611283.66,10455500.55,1006582.29,0.0995,2.47,0.25,1426573.19
REC_SUP000182_28,SUP000182,Month_28,11439667.42,9743247.22,1736720.24,0.1483,2.49,0.25,1421172.84
REC_SUP000182_29,SUP000182,Month_29,11941038.26,10624431.68,1203459.63,0.1103,2.5,0.25,1491721.73
REC_SUP000182_30,SUP000182,Month_30,11896502.84,10815959.32,1068594.45,0.0908,2.54,0.25,1530564.95
REC_SUP000182_31,SUP000182,Month_31,12799533.0,11052742.31,2007675.6,0.1365,2.54,0.25,1644594.22
REC_SUP000182_32,SUP000182,Month_32,12694557.5,10245346.65,2072569.12,0.1929,2.58,0.24,1668782.24
REC_SUP000182_33,SUP000182,Month_33,12773313.58,11011859.45,1461517.35,0.1379,2.59,0.23,1693515.34
REC_SUP000182_34,SUP000182,Month_34,13694730.82,12097356.67,1901108.56,0.1166,2.63,0.23,1859861.8
REC_SUP000182_35,SUP000182,Month_35,13910857.38,12404014.71,1655331.27,0.1083,2.67,0.22,1930138.4
REC_SUP000182_36,SUP000182,Month_36,13764772.92,11910496.21,1778883.31,0.1347,2.68,0.22,1927342.21
REC_SUP000182_37,SUP000182,Month_37,14760092.71,12101331.49,2367801.9,0.1801,2.67,0.22,2057681.25
REC_SUP000182_38,SUP000182,Month_38,14685716.7,12388986.98,2319012.9,0.1564,2.73,0.22,2116065.98
REC_SUP000182_39,SUP000182,Month_39,15165552.96,13907380.63,1136733.93,0.083,2.75,0.21,2211747.75
REC_SUP000182_40,SUP000182,Month_40,15525902.13,13783526.64,1688530.65,0.1122,2.77,0.21,2291434.09
REC_SUP000182_41,SUP000182,Month_41,16133547.89,13084280.51,3626989.35,0.189,2.81,0.21,2430933.37
REC_SUP000182_42,SUP000182,Month_42,16265102.12,13540201.94,2696988.75,0.1675,2.79,0.21,2423527.72
REC_SUP000182_43,SUP000182,Month_43,16382506.96,13634911.14,3024636.8,0.1677,2.84,0.2,2506213.54
REC_SUP000182_44,SUP000182,Month_44,17047224.87,15373711.99,1718437.68,0.0982,2.81,0.2,2576257.58
REC_SUP000182_45,SUP000182,Month_45,17547235.57,15115193.3,2625346.56,0.1386,2.88,0.2,2747912.69
REC_SUP000182_46,SUP000182,Month_46,18241526.15,15283303.89,3024064.76,0.1622,2.92,0.19,2917452.36
REC_SUP000182_47,SUP000182,Month_47,18498514.39,14862342.65,3711615.09,0.1966,2.96,0.19,3015164.87
REC_SUP000182_48,SUP000182,Month_48,18224862.56,15403669.07,2657775.88,0.1548,2.94,0.18,2951560.42
REC_SUP000182_49,SUP000182,Month_49,18511915.98,15354681.49,2605462.61,0.1706,2.98,0.18,3060759.98
REC_SUP000182_50,SUP000182,Month_50,19793703.5,16112385.14,3108000.64,0.186,3.04,0.18,3366322.48
REC_SUP000182_51,SUP000182,Month_51,19918801.31,17438060.83,2489759.3,0.1245,3.1,0.18,3483647.38
REC_SUP000182_52,SUP000182,Month_52,20179092.97,16458798.39,4308704.32,0.1844,3.11,0.18,3549099.16
REC_SUP000182_53,SUP000182,Month_53,20561448.5,17728142.31,2444567.09,0.1378,3.14,0.18,3661070.7
REC_SUP000182_54,SUP000182,Month_54,20837687.51,16973255.99,4060512.03,0.1855,3.16,0.17,3745595.2
REC_SUP000182_55,SUP000182,Month_55,21364305.51,18569668.77,2754397.05,0.1308,3.19,0.17,3896249.15
REC_SUP000182_56,SUP000182,Month_56,22991322.98,20292949.47,3159606.2,0.1174,3.27,0.17,4342552.27
REC_SUP000182_57,SUP000182,Month_57,23111326.01,19155096.71,4308145.92,0.1712,3.32,0.17,4471882.06
REC_SUP000182_58,SUP000182,Month_58,23150076.83,19720834.9,3638392.98,0.1481,3.34,0.16,4515556.78
REC_SUP000182_59,SUP000182,Month_59,24046194.16,19729175.59,3547242.31,0.1795,3.32,0.16,4641477.07
REC_SUP000182_60,SUP000182,Month_60,24350854.43,21892217.73,2232228.49,0.101,3.39,0.16,4840880.7
REC_SUP000183_01,SUP000183,Month_01,4533043.27,3872239.1,775897.69,0.1458,1.86,0.48,326081.8
REC_SUP000183_02,SUP000183,Month_02,4723921.3,4035136.44,809665.73,0.1458,1.86,0.47,339334.33
REC_SUP000183_03,SUP000183,Month_03,4736502.88,4202562.11,631205.7,0.1127,1.88,0.45,347026.21
REC_SUP000183_04,SUP000183,Month_04,4673164.34,3802189.8,933383.71,0.1864,1.87,0.44,340048.44
REC_SUP000183_05,SUP000183,Month_05,4865541.14,3952325.73,842039.78,0.1877,1.92,0.45,372321.09
REC_SUP000183_06,SUP000183,Month_06,4937417.78,4420503.17,569860.37,0.1047,1.91,0.44,374328.64
REC_SUP000183_07,SUP000183,Month_07,5255509.03,4325905.46,814445.63,0.1769,1.96,0.44,419703.21
REC_SUP000183_08,SUP000183,Month_08,5539783.22,5055004.54,477013.07,0.0875,1.98,0.43,454659.21
REC_SUP000183_09,SUP000183,Month_09,5534487.35,4873925.26,535734.77,0.1194,2.0,0.42,459018.22
REC_SUP000183_10,SUP000183,Month_10,5719799.81,5134339.92,472110.59,0.1024,2.02,0.42,487434.85
REC_SUP000183_11,SUP000183,Month_11,6110720.77,5492541.22,544549.6,0.1012,2.0,0.41,508462.82
REC_SUP000183_12,SUP000183,Month_12,5799738.44,5000428.47,851454.77,0.1378,2.02,0.41,490931.05
REC_SUP000183_13,SUP000183,Month_13,5862684.84,4939496.03,1031193.68,0.1575,2.04,0.4,508745.49
REC_SUP000183_14,SUP000183,Month_14,6180681.85,5439528.41,881759.94,0.1199,2.04,0.39,537629.46
REC_SUP000183_15,SUP000183,Month_15,6174458.33,5269409.55,859619.95,0.1466,2.06,0.38,545948.9
REC_SUP000183_16,SUP000183,Month_16,6126650.2,5612256.92,474620.18,0.084,2.05,0.38,536882.73
REC_SUP000183_17,SUP000183,Month_17,6089935.87,5575498.65,421434.0,0.0845,2.08,0.37,547026.18
REC_SUP000183_18,SUP000183,Month_18,6512195.82,5961587.33,624929.14,0.0846,2.11,0.36,599743.84
REC_SUP000183_19,SUP000183,Month_19,6697558.24,5706879.94,1129732.08,0.1479,2.1,0.35,613688.91
REC_SUP000183_20,SUP000183,Month_20,7182094.37,6135703.72,893601.41,0.1457,2.14,0.34,682099.05
REC_SUP000183_21,SUP000183,Month_21,7557857.03,6257341.82,1074907.82,0.1721,2.16,0.34,732097.84
REC_SUP000183_22,SUP000183,Month_22,7727238.07,6356691.53,1372848.03,0.1774,2.17,0.34,756480.96
REC_SUP000183_23,SUP000183,Month_23,8112527.34,7113793.74,1019894.15,0.1231,2.19,0.33,803841.44
REC_SUP000183_24,SUP000183,Month_24,7843302.64,6284938.02,1487609.62,0.1987,2.25,0.33,814200.99
REC_SUP000183_25,SUP000183,Month_25,7781527.46,7039409.96,881871.03,0.0954,2.25,0.32,809731.21
REC_SUP000183_26,SUP000183,Month_26,8475024.07,7339313.58,1086750.46,0.134,2.29,0.32,908050.57
REC_SUP000183_27,SUP000183,Month_27,8295780.82,6764664.5,1299974.7,0.1846,2.31,0.32,906962.17
REC_SUP000183_28,SUP000183,Month_28,8492823.37,7653790.6,679657.59,0.0988,2.37,0.32,968350.54
REC_SUP000183_29,SUP000183,Month_29,8496128.13,6828988.42,1541134.34,0.1962,2.42,0.32,1007788.76
REC_SUP000183_30,SUP000183,Month_30,8614080.38,7692518.55,899754.97,0.107,2.47,0.32,1052391.01
REC_SUP000183_31,SUP000183,Month_31,8927587.96,7732593.02,1197015.13,0.1339,2.5,0.31,1114537.13
REC_SUP000183_32,SUP000183,Month_32,9592146.74,8005395.84,1468015.07,0.1654,2.52,0.3,1212936.04
REC_SUP000183_33,SUP000183,Month_33,9759827.91,7996189.82,2068342.9,0.1807,2.54,0.29,1250999.36
REC_SUP000183_34,SUP000183,Month_34,10558625.35,9337783.12,1105419.67,0.1156,2.55,0.28,1360976.71
REC_SUP000183_35,SUP000183,Month_35,10353978.51,8933136.73,1258068.45,0.1372,2.56,0.28,1348169.39
REC_SUP000183_36,SUP000183,Month_36,10193874.31,9003307.36,1284408.24,0.1168,2.61,0.27,1371794.32
REC_SUP000183_37,SUP000183,Month_37,10713397.09,9123212.51,1532611.49,0.1484,2.62,0.27,1442408.84
REC_SUP000183_38,SUP000183,Month_38,10956513.97,9021674.23,1916132.54,0.1766,2.65,0.27,1508300.77
REC_SUP000183_39,SUP000183,Month_39,10786656.87,9564507.79,1169541.93,0.1133,2.66,0.27,1491481.56
REC_SUP000183_40,SUP000183,Month_40,10761365.7,9104923.75,1854808.1,0.1539,2.63,0.27,1465308.62
REC_SUP000183_41,SUP000183,Month_41,10882062.79,9770612.2,1155533.31,0.1021,2.66,0.27,1508783.07
REC_SUP000183_42,SUP000183,Month_42,11465397.34,9264371.95,2189756.57,0.192,2.7,0.27,1623313.16
REC_SUP000183_43,SUP000183,Month_43,11836518.86,9644845.18,2482587.52,0.1852,2.75,0.26,1728211.13
REC_SUP000183_44,SUP000183,Month_44,12990250.19,10954235.92,1908631.7,0.1567,2.77,0.26,1917366.73
REC_SUP000183_45,SUP000183,Month_45,12886276.06,11298350.98,1558130.02,0.1232,2.84,0.26,1978110.6
REC_SUP000183_46,SUP000183,Month_46,13766532.89,11480946.91,2177574.28,0.166,2.88,0.26,2157044.55
REC_SUP000183_47,SUP000183,Month_47,14423531.04,12551292.43,1596419.52,0.1298,2.85,0.26,2228746.88
REC_SUP000183_48,SUP000183,Month_48,13941058.48,12276142.06,1704047.79,0.1194,2.84,0.26,2141907.4
REC_SUP000183_49,SUP000183,Month_49,13676553.87,11031462.24,2604978.69,0.1934,2.89,0.25,2155780.08
REC_SUP000183_50,SUP000183,Month_50,14675001.88,11865074.22,3281295.27,0.1915,2.92,0.25,2342563.25
REC_SUP000183_51,SUP000183,Month_51,14804806.79,12709873.49,2199750.67,0.1415,2.94,0.24,2388442.82
REC_SUP000183_52,SUP000183,Month_52,14381171.47,12124364.6,2260162.75,0.1569,2.99,0.24,2385938.94
REC_SUP000183_53,SUP000183,Month_53,14481688.91,12037179.13,2198002.28,0.1688,3.07,0.24,2494491.1
REC_SUP000183_54,SUP000183,Month_54,15731686.4,13781862.68,1835954.64,0.1239,3.14,0.23,2806418.09
REC_SUP000183_55,SUP000183,Month_55,16549687.74,14694847.36,1766209.59,0.1121,3.21,0.23,3043608.92
REC_SUP000183_56,SUP000183,Month_56,16536101.85,14742372.74,1587661.16,0.1085,3.27,0.23,3122117.23
REC_SUP000183_57,SUP000183,Month_57,17404534.31,15030857.53,1992137.28,0.1364,3.28,0.22,3304309.86
REC_SUP000183_58,SUP000183,Month_58,18249214.51,16666116.31,1599777.71,0.0867,3.35,0.22,3579348.27
REC_SUP000183_59,SUP000183,Month_59,18865194.32,16366804.26,2075928.71,0.1324,3.42,0.21,3811054.33
REC_SUP000183_60,SUP000183,Month_60,17926305.94,15550814.04,2371364.55,0.1325,3.52,0.21,3759079.35
REC_SUP000184_01,SUP000184,Month_01,7640398.06,7085092.37,510029.45,0.0727,1.76,0.51,485052.22
REC_SUP000184_02,SUP000184,Month_02,7613645.0,6915710.51,558880.21,0.0917,1.74,0.52,468232.6
REC_SUP000184_03,SUP000184,Month_03,7811260.83,6668383.49,1288457.75,0.1463,1.77,0.52,498501.66
REC_SUP000184_04,SUP000184,Month_04,7689686.67,6949301.12,714791.51,0.0963,1.78,0.52,498998.24
REC_SUP000184_05,SUP000184,Month_05,7675184.74,6844082.43,941854.16,0.1083,1.81,0.52,515576.19
REC_SUP000184_06,SUP000184,Month_06,7210632.22,6435554.79,746182.38,0.1075,1.8,0.52,478719.78
REC_SUP000184_07,SUP000184,Month_07,7524953.14,6755745.97,746610.3,0.1022,1.77,0.52,483134.91
REC_SUP000184_08,SUP000184,Month_08,7673965.65,7189322.22,581030.79,0.0632,1.77,0.52,491271.31
REC_SUP000184_09,SUP000184,Month_09,7596157.4,6744397.54,694461.0,0.1121,1.76,0.52,480192.92
REC_SUP000184_10,SUP000184,Month_10,7555271.75,6912370.75,541378.75,0.0851,1.73,0.52,462529.09
REC_SUP000184_11,SUP000184,Month_11,7654440.57,6572967.18,1070542.55,0.1413,1.76,0.51,485280.45
REC_SUP000184_12,SUP000184,Month_12,7499649.85,6747183.61,887871.56,0.1003,1.77,0.52,481615.14
REC_SUP000184_13,SUP000184,Month_13,7414928.11,6860125.0,540616.13,0.0748,1.79,0.52,487308.41
REC_SUP000184_14,SUP000184,Month_14,7372742.86,6755209.89,553172.69,0.0838,1.77,0.52,471612.93
REC_SUP000184_15,SUP000184,Month_15,7651676.24,6604529.34,1073800.18,0.1369,1.77,0.52,491661.67
REC_SUP000184_16,SUP000184,Month_16,7523470.43,7018488.07,549452.53,0.0671,1.75,0.53,470156.73
REC_SUP000184_17,SUP000184,Month_17,7500376.67,6492447.81,1160234.83,0.1344,1.72,0.52,449814.87
REC_SUP000184_18,SUP000184,Month_18,7210818.5,6797656.62,371901.42,0.0573,1.74,0.53,443051.14
REC_SUP000184_19,SUP000184,Month_19,7471740.63,6761380.37,840303.29,0.0951,1.76,0.52,473892.49
REC_SUP000184_20,SUP000184,Month_20,7676219.26,7279317.88,417891.9,0.0517,1.8,0.52,509069.72
REC_SUP000184_21,SUP000184,Month_21,7529796.98,6697362.84,826866.99,0.1106,1.78,0.51,490435.66
REC_SUP000184_22,SUP000184,Month_22,7482714.73,6710277.59,886980.16,0.1032,1.81,0.51,506861.3
REC_SUP000184_23,SUP000184,Month_23,8046613.9,7411195.85,565365.6,0.079,1.82,0.51,551063.11
REC_SUP000184_24,SUP000184,Month_24,7921708.08,7456270.03,480843.51,0.0588,1.83,0.52,547828.65
REC_SUP000184_25,SUP000184,Month_25,7576972.31,6729213.44,889050.47,0.1119,1.85,0.51,535402.73
REC_SUP000184_26,SUP000184,Month_26,7727180.42,6713059.4,1159836.13,0.1312,1.82,0.51,526544.54
REC_SUP000184_27,SUP000184,Month_27,7664347.2,7119478.18,490595.68,0.0711,1.84,0.51,538369.14
REC_SUP000184_28,SUP000184,Month_28,7508233.95,6875519.23,640559.71,0.0843,1.84,0.5,526040.14
REC_SUP000184_29,SUP000184,Month_29,7558306.31,6799728.79,663431.42,0.1004,1.81,0.5,509128.99
REC_SUP000184_30,SUP000184,Month_30,7560041.32,6830817.95,837288.49,0.0965,1.8,0.49,504354.08
REC_SUP000184_31,SUP000184,Month_31,7530276.57,6810568.49,771499.45,0.0956,1.82,0.49,514881.82
REC_SUP000184_32,SUP000184,Month_32,7503998.33,6715250.4,835318.55,0.1051,1.84,0.49,524282.9
REC_SUP000184_33,SUP000184,Month_33,7400107.5,6722718.15,607741.51,0.0915,1.83,0.49,512761.53
REC_SUP000184_34,SUP000184,Month_34,7927921.51,7521680.74,418969.07,0.0512,1.8,0.49,529919.44
REC_SUP000184_35,SUP000184,Month_35,7752563.75,7159641.23,650397.61,0.0765,1.83,0.49,538476.78
REC_SUP000184_36,SUP000184,Month_36,7790644.13,7302675.87,540621.98,0.0626,1.85,0.48,553220.94
REC_SUP000184_37,SUP000184,Month_37,7400159.46,6460144.25,1013142.42,0.127,1.85,0.48,522265.37
REC_SUP000184_38,SUP000184,Month_38,7719434.16,7109435.8,514664.25,0.079,1.82,0.48,529007.37
REC_SUP000184_39,SUP000184,Month_39,7748177.53,7055983.88,773873.42,0.0893,1.8,0.48,514526.92
REC_SUP000184_40,SUP000184,Month_40,7503389.17,6756915.11,738993.61,0.0995,1.78,0.48,488433.8
REC_SUP000184_41,SUP000184,Month_41,7516094.88,6574231.68,943839.57,0.1253,1.82,0.47,511183.88
REC_SUP000184_42,SUP000184,Month_42,7562674.8,6955298.65,529474.11,0.0803,1.78,0.47,492634.67
REC_SUP000184_43,SUP000184,Month_43,7245520.16,6747476.99,523833.64,0.0687,1.78,0.46,473171.99
REC_SUP000184_44,SUP000184,Month_44,7525000.4,6433639.97,945278.03,0.145,1.8,0.45,503475.19
REC_SUP000184_45,SUP000184,Month_45,7643201.48,7011643.03,507670.93,0.0826,1.77,0.46,493502.72
REC_SUP000184_46,SUP000184,Month_46,7902543.69,7223604.81,668066.46,0.0859,1.77,0.46,508943.69
REC_SUP000184_47,SUP000184,Month_47,7933775.38,7279142.57,529870.31,0.0825,1.75,0.47,499023.95
REC_SUP000184_48,SUP000184,Month_48,7521000.42,6836302.34,745174.34,0.091,1.77,0.46,481686.25
REC_SUP000184_49,SUP000184,Month_49,7584817.91,6842733.48,781455.05,0.0978,1.74,0.47,466078.2
REC_SUP000184_50,SUP000184,Month_50,7631583.73,6749732.44,739224.98,0.1156,1.75,0.47,478778.98
REC_SUP000184_51,SUP000184,Month_51,7847116.82,6983591.24,693406.09,0.11,1.72,0.47,474076.26
REC_SUP000184_52,SUP000184,Month_52,7805099.9,7000211.1,954852.58,0.1031,1.75,0.47,487994.21
REC_SUP000184_53,SUP000184,Month_53,7350219.52,6771159.5,647187.65,0.0788,1.77,0.48,473110.39
REC_SUP000184_54,SUP000184,Month_54,7348782.75,6900582.06,535451.16,0.061,1.8,0.47,488188.05
REC_SUP000184_55,SUP000184,Month_55,7347600.6,6444627.63,775993.37,0.1229,1.79,0.47,480846.98
REC_SUP000184_56,SUP000184,Month_56,7424864.95,6389280.48,1093757.05,0.1395,1.8,0.47,498067.46
REC_SUP000184_57,SUP000184,Month_57,7549794.35,6659934.86,1040591.53,0.1179,1.78,0.46,490330.34
REC_SUP000184_58,SUP000184,Month_58,7653339.96,6663271.66,869264.21,0.1294,1.81,0.45,513412.4
REC_SUP000184_59,SUP000184,Month_59,7631070.96,6929796.67,749957.04,0.0919,1.79,0.45,502386.77
REC_SUP000184_60,SUP000184,Month_60,7637693.99,7107653.65,497302.83,0.0694,1.79,0.45,501607.6
REC_SUP000185_01,SUP000185,Month_01,5853987.52,4750736.7,1118810.57,0.1885,1.8,0.26,388805.79
REC_SUP000185_02,SUP000185,Month_02,5861924.9,4984610.98,993626.72,0.1497,1.82,0.26,402794.15
REC_SUP000185_03,SUP000185,Month_03,5779410.07,5040722.08,861986.78,0.1278,1.85,0.26,410266.28
REC_SUP000185_04,SUP000185,Month_04,5988058.08,4947999.85,1191549.03,0.1737,1.83,0.25,411823.39
REC_SUP000185_05,SUP000185,Month_05,5860342.98,4860188.86,1141476.04,0.1707,1.8,0.26,390369.7
REC_SUP000185_06,SUP000185,Month_06,5863623.25,4719574.9,1298877.12,0.1951,1.84,0.26,408011.89
REC_SUP000185_07,SUP000185,Month_07,5912251.7,4951058.5,1026348.22,0.1626,1.87,0.25,427540.84
REC_SUP000185_08,SUP000185,Month_08,5742810.4,4630259.51,1267834.4,0.1937,1.9,0.25,431821.28
REC_SUP000185_09,SUP000185,Month_09,5882353.89,4943556.38,956030.97,0.1596,1.94,0.25,460118.3
REC_SUP000185_10,SUP000185,Month_10,5743870.24,4632548.81,1153614.25,0.1935,1.95,0.26,456987.5
REC_SUP000185_11,SUP000185,Month_11,5978048.52,5259019.44,751467.87,0.1203,1.98,0.26,487120.33
REC_SUP000185_12,SUP000185,Month_12,5680630.88,4500006.59,1480045.41,0.2078,1.98,0.26,463107.66
REC_SUP000185_13,SUP000185,Month_13,5620630.78,4858594.3,974336.35,0.1356,1.94,0.26,441952.29
REC_SUP000185_14,SUP000185,Month_14,5638931.71,4866666.42,843986.43,0.137,1.98,0.27,460739.3
REC_SUP000185_15,SUP000185,Month_15,5789524.45,4649220.58,1284155.78,0.197,2.01,0.27,488906.8
REC_SUP000185_16,SUP000185,Month_16,5770910.23,4585578.72,1517029.71,0.2054,1.99,0.28,476370.88
REC_SUP000185_17,SUP000185,Month_17,6024648.86,4856743.65,1223410.18,0.1939,2.0,0.27,503312.46
REC_SUP000185_18,SUP000185,Month_18,5954434.52,4896970.22,1121617.65,0.1776,2.03,0.27,510631.43
REC_SUP000185_19,SUP000185,Month_19,5896406.0,5196918.53,772121.89,0.1186,2.02,0.27,501246.23
REC_SUP000185_20,SUP000185,Month_20,5765372.16,4888205.4,1027701.95,0.1521,2.01,0.27,484928.77
REC_SUP000185_21,SUP000185,Month_21,5705379.92,4452239.46,1440637.78,0.2196,2.04,0.27,492100.34
REC_SUP000185_22,SUP000185,Month_22,5902149.39,4819875.71,1291431.51,0.1834,2.0,0.28,490786.48
REC_SUP000185_23,SUP000185,Month_23,5783514.29,4952558.03,853901.91,0.1437,2.03,0.27,494515.73
REC_SUP000185_24,SUP000185,Month_24,5825004.37,4733962.37,1095049.16,0.1873,2.0,0.27,483005.11
REC_SUP000185_25,SUP000185,Month_25,5642425.24,4923624.2,812492.05,0.1274,2.03,0.27,486089.16
REC_SUP000185_26,SUP000185,Month_26,5704496.65,4806563.6,1051429.68,0.1574,2.06,0.27,502445.34
REC_SUP000185_27,SUP000185,Month_27,5789028.91,5140675.12,733429.37,0.112,2.06,0.28,509503.9
REC_SUP000185_28,SUP000185,Month_28,6111168.75,5100124.43,1038450.46,0.1654,2.08,0.28,551848.05
REC_SUP000185_29,SUP000185,Month_29,5916943.58,4871450.53,1106911.05,0.1767,2.05,0.29,515951.28
REC_SUP000185_30,SUP000185,Month_30,5993767.79,4822820.96,1485774.57,0.1954,2.05,0.29,526675.58
REC_SUP000185_31,SUP000185,Month_31,5904267.84,4870785.83,1160362.97,0.175,2.09,0.28,535458.67
REC_SUP000185_32,SUP000185,Month_32,5730969.53,4559253.83,1509082.28,0.2045,2.06,0.28,504857.06
REC_SUP000185_33,SUP000185,Month_33,5960321.65,4852114.22,1297616.93,0.1859,2.09,0.28,542476.24
REC_SUP000185_34,SUP000185,Month_34,5752969.74,4769064.51,1257236.42,0.171,2.07,0.28,512980.25
